sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the red sphere throw the yellow cone to the purple tower,throw,yellow Cone,theme ,red Sphere,agent ,purple Tower,recipient ,0.0000,0.5143,0.9150,0.0000,0.0000,0.4432,0.0000,0.0000,0.0000,0.0000,0.7634,0.0000,0.2829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9622,0.7952,0.0000,0.0000,0.5456,0.8199,0.9981,0.0000,0.0000,0.3173,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9942,0.9438,0.0210,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3550,0.3343
the green tower flip,flip,red Cylinder, ,green Tower,agent ,grey Cone, ,0.0000,0.8160,0.5050,0.0000,0.0000,0.3323,0.0000,0.0000,0.0000,0.0000,1.0000,0.2999,0.1029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4600,0.0000,0.0025,0.0000,0.0000,0.2590,0.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0802,0.9857,0.0208,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8487,0.1000
the yellow sphere give the blue cone to the purple cylinder,give,blue Cone,theme ,purple Cylinder,recipient ,yellow Sphere,agent ,0.0000,0.9150,0.7998,0.0000,0.0000,0.8016,0.0000,0.0000,0.0000,0.0000,1.0000,0.7898,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7443,0.7964,0.0000,0.9999,0.3259,0.0000,0.0000,0.0000,1.0000,0.3237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9433,0.9767,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.4130,0.3530
the grey dome flip,flip,red Cube, ,grey Dome,agent ,purple Sphere, ,0.0000,0.2960,0.5088,0.0000,0.0000,0.7689,0.0000,0.0000,0.0000,0.0000,0.5424,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3311,0.0000,0.0672,0.0000,0.0000,0.1650,0.1203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0218,0.9857,0.0800,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the grey dome flip,flip,red Cone, ,grey Dome,agent ,green Sphere, ,0.0000,0.7633,0.4998,0.0000,0.0000,0.2841,0.0000,0.0000,0.0000,0.0000,0.3354,0.2997,0.1012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0817,0.0000,0.0000,0.0000,0.0000,0.4672,0.3047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0793,0.9857,0.0206,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8666,0.1000
the green cone spin,spin,blue Cube, ,green Cone,agent ,purple Cylinder, ,0.0000,0.7010,0.4956,0.0000,0.0000,0.1968,0.0000,0.0000,0.0000,0.0000,0.0000,0.2993,0.1061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000,0.0000,0.0000,0.2586,0.0102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0806,0.0209,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9748,0.1000
the purple cylinder hop,hop,yellow Tower, ,blue Dome, ,purple Cylinder,agent ,0.0000,0.5007,0.8713,0.0000,0.0000,0.3741,0.0000,0.0000,0.0000,0.0000,0.0000,0.8397,0.2980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2194,0.8145,0.0000,0.0000,0.9181,0.0892,0.1928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0804,0.0197,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the green tower spin,spin,blue Cube, ,purple Sphere, ,green Tower,agent ,0.0000,0.4861,0.1963,0.0000,0.0000,0.7102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1955,0.0654,0.0000,0.2022,0.0616,0.0549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0184,0.0789,0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the grey cone spin,spin,red Tower, ,green Cube, ,grey Cone,agent ,0.0000,0.4835,0.7138,0.0000,0.0000,0.1975,0.0000,0.0000,0.0000,0.0000,0.0000,0.2978,0.2948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1559,0.0000,0.0000,0.0000,0.0000,0.1841,0.1659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.0184,0.0211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the grey cylinder spin,spin,purple Cone, ,grey Cylinder,agent ,yellow Tower, ,0.0000,0.1939,0.5074,0.0000,0.0000,0.6865,0.0000,0.0000,0.0000,0.0000,0.2992,0.2962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6876,0.4280,0.0000,0.0000,0.0000,0.0000,0.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0201,0.0186,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the yellow dome throw the blue cylinder to the red tower,throw,yellow Dome,agent ,blue Cylinder,theme ,red Tower,recipient ,0.0000,0.4386,0.4374,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.2991,0.7689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2664,0.9109,0.0000,0.7952,0.9994,0.8161,0.0000,0.0000,0.0000,0.0000,0.3048,0.0000,1.0000,0.0000,0.0000,0.0000,0.9484,0.9960,0.0188,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3440,0.1900,0.3631
the yellow dome throw the red cylinder,throw,blue Cone, ,red Cylinder,theme ,yellow Dome,agent ,0.0000,0.4437,0.3109,0.0000,0.0000,0.6195,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0311,0.4058,0.1832,0.0000,0.9971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2421,0.0000,0.0000,0.0000,0.0195,0.9875,0.8998,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3086
the blue tower give the red cone to the green cube,give,green Cube,recipient ,blue Tower,agent ,red Cone,theme ,0.0000,0.8030,0.9150,0.0000,0.0000,0.7737,0.0000,0.0000,0.0000,0.0000,0.9907,0.9275,0.9691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7949,0.0982,0.0000,0.1277,0.7952,0.7739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3237,0.0000,0.9537,0.9707,0.9964,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3521,0.3430,0.1000
the grey cube flip,flip,green Tower, ,yellow Sphere, ,grey Cube,agent ,0.0000,0.4890,0.8552,0.0000,0.0000,0.3464,0.0000,0.0000,0.0000,0.0000,0.0000,0.8931,0.2978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0259,0.8410,0.0000,0.0000,0.9389,0.1515,0.0536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0789,0.0189,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8063
the green cube kick the purple cylinder,kick,green Cube,agent ,red Sphere, ,purple Cylinder,theme ,0.0000,0.4066,0.4793,0.0000,0.0000,0.8911,0.0000,0.0000,0.0000,0.0000,0.2991,1.0000,0.9444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2009,0.1081,0.9809,0.0000,0.0000,0.8881,0.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9144,0.0213,0.9738,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3499,0.1000,0.1000
the green sphere kick the red cube to the yellow cylinder,kick,yellow Cylinder,recipient ,green Sphere,agent ,red Cube,theme ,0.0000,0.3929,0.9116,0.0000,0.0000,0.4813,0.0000,0.0000,0.0000,0.0000,0.9477,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9918,0.0000,0.9984,0.0000,0.4409,0.9988,0.9919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.9218,0.9769,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3459,0.3545,0.1000
the red cube throw the blue dome,throw,red Cube,agent ,blue Dome,theme ,purple Cone, ,0.0000,0.5226,0.3964,0.0000,0.0000,0.6763,0.0000,0.0000,0.0000,0.0000,1.0000,0.2990,0.7593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9977,0.0000,0.0000,0.6396,0.0646,0.0000,0.0000,0.0000,0.0000,0.3064,0.0000,0.0000,0.0000,0.0000,0.0000,0.9338,0.9840,0.0188,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3384,0.1000,0.1000
the grey tower give the red dome to the blue sphere,give,grey Tower,agent ,blue Sphere,recipient ,red Dome,theme ,0.0000,0.8009,0.8060,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9916,1.0000,0.9691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3947,0.0000,1.0000,0.0000,0.7945,0.7417,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3189,1.0000,0.0000,0.9553,0.9726,0.9952,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3368,0.3343,0.1000
the green tower spin,spin,blue Cube, ,yellow Cylinder, ,green Tower,agent ,0.0000,0.5096,0.2064,0.0000,0.0000,0.6968,0.0000,0.0000,0.0000,0.0000,0.2998,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0689,0.3237,0.0000,0.0000,0.3169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,0.0810,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9948
the red cylinder give the grey sphere to the green tower,give,green Tower,recipient ,red Cylinder,agent ,grey Sphere,theme ,0.0000,0.8013,0.9150,0.0000,0.0000,0.7426,0.0000,0.0000,0.0000,0.0000,0.9968,0.9284,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.7927,0.0000,0.0000,0.3755,0.7952,0.8444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3205,0.0000,0.9065,0.9800,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3428,0.3472,0.1000
the grey dome give the blue sphere to the yellow cylinder,give,grey Dome,agent ,yellow Cylinder,recipient ,blue Sphere,theme ,0.0000,0.8007,0.7511,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9354,1.0000,0.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2910,0.9998,0.0000,0.7935,0.8185,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3221,1.0000,0.0000,0.9765,0.9211,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3438,0.3538,0.1000
the blue dome hop,hop,green Sphere, ,purple Cylinder, ,blue Dome,agent ,0.0000,0.4882,-0.0442,0.0000,0.0000,0.4230,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0196,0.0781,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the green dome throw the red cube,throw,green Dome,agent ,grey Sphere, ,red Cube,theme ,0.0000,0.4387,0.5291,0.0000,0.0000,0.8977,0.0000,0.0000,0.0000,0.0000,0.5262,1.0000,0.9140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0284,0.0000,0.9469,0.0000,0.6640,0.9938,0.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3048,0.0000,0.0000,0.9479,0.1189,0.9937,0.0000,0.0000,0.6323,0.0000,0.0000,0.6051,0.3349,0.1644,0.1000
the grey cone spin,spin,grey Cone,agent ,yellow Cube, ,blue Tower, ,0.0000,0.7010,0.2070,0.0000,0.0000,0.5060,0.0000,0.0000,0.0000,0.0000,0.1006,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.0812,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9743,0.1000,0.1000
the green cube spin,spin,green Cube,agent ,blue Sphere, ,grey Cone, ,0.0000,0.7063,0.1936,0.0000,0.0000,0.4871,0.0000,0.0000,0.0000,0.0000,0.1078,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3061,0.2858,0.0000,0.0000,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0206,0.0792,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9738,0.1000,0.1000
the yellow cylinder flip,flip,yellow Cylinder,agent ,grey Dome, ,red Cube, ,0.0000,0.1993,0.7061,0.0000,0.0000,0.4814,0.0000,0.0000,0.0000,0.0000,0.0000,0.1024,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0180,0.0783,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8358,0.1000,0.1000
the yellow cube hop,hop,red Cylinder, ,purple Tower, ,yellow Cube,agent ,0.0000,0.4960,0.5349,0.0000,0.0000,0.9268,0.0000,0.0000,0.0000,0.0000,0.0000,0.8683,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8836,0.1415,0.0000,0.0000,0.0971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0198,0.0793,0.9919,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.1000,0.1000,0.1000
the purple sphere spin,spin,purple Sphere,agent ,grey Cube, ,red Cone, ,0.0000,0.1877,0.6880,0.0000,0.0000,0.4996,0.0000,0.0000,0.0000,0.0000,0.2994,0.1068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3375,0.3474,0.0000,0.0000,0.0000,0.0000,0.3314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0193,0.0183,0.0816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9700,0.1000,0.1000
the green cylinder kick the purple tower,kick,green Cylinder,agent ,purple Tower,theme ,red Cube, ,0.0000,0.5514,0.3988,0.0000,0.0000,0.5756,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3533,0.5292,0.0000,0.8884,0.9728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9159,0.9756,0.0198,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3481,0.1000,0.1000
the purple cylinder hop,hop,purple Cylinder,agent ,red Tower, ,blue Cone, ,0.0000,0.3007,0.7750,0.0000,0.0000,0.5001,0.0000,0.0000,0.0000,0.0000,0.2994,0.1072,0.3443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2072,0.4626,0.3262,0.0000,0.0000,0.0708,0.0947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9841,0.0214,0.0785,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
the green cylinder spin,spin,yellow Dome, ,green Cylinder,agent ,blue Cube, ,0.0000,0.6973,0.5039,0.0000,0.0000,0.2013,0.0000,0.0000,0.0000,0.0000,0.0000,0.2993,0.1052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1537,0.0000,0.0000,0.0000,0.0000,0.3865,0.1371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0794,0.0189,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the green tower spin,spin,green Tower,agent ,purple Sphere, ,red Dome, ,0.0000,0.6937,0.1959,0.0000,0.0000,0.5021,0.0000,0.0000,0.0000,0.0000,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4585,0.4454,0.0000,0.0000,0.4374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0183,0.0796,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9786,0.1000,0.1000
the red cone give the blue sphere to the green cylinder,give,red Cone,agent ,blue Sphere,theme ,green Cylinder,recipient ,0.0000,0.8471,0.8015,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.4561,0.9907,0.7790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3260,0.7690,0.0000,0.7952,1.0000,0.7952,0.0000,0.0000,0.0000,0.0000,0.3237,0.0000,1.0000,0.0000,0.0000,0.0000,0.9650,0.9956,0.9724,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3457,0.1000,0.3268
the purple sphere hop,hop,purple Sphere,agent ,green Cube, ,red Cone, ,0.0000,0.8150,0.4970,0.0000,0.0000,0.5063,0.0000,0.0000,0.0000,0.0000,0.1031,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6946,0.4556,0.0000,0.0000,0.2182,0.4558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0814,0.0198,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue tower give the green sphere to the grey dome,give,grey Dome,recipient ,green Sphere,theme ,blue Tower,agent ,0.0000,0.9150,0.8034,0.0000,0.0000,0.7378,0.0000,0.0000,0.0000,0.0000,0.9269,0.9979,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7922,0.9997,0.7952,0.0000,0.8685,0.0000,0.4505,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3189,0.0000,0.0000,0.0000,0.8903,0.9963,0.9821,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3493,0.1000,0.3527
the red dome flip,flip,red Dome,agent ,green Cylinder, ,grey Sphere, ,0.0000,0.7930,0.3058,0.0000,0.0000,0.4966,0.0000,0.0000,0.0000,0.0000,0.0928,0.2992,0.5645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3572,0.0000,0.0000,0.5708,0.1012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0805,0.0188,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8666,0.1000,0.1000
the purple cone flip,flip,purple Cone,agent ,blue Dome, ,grey Cube, ,0.0000,0.6799,0.2021,0.0000,0.0000,0.5059,0.0000,0.0000,0.0000,0.0000,0.1085,0.0000,0.8251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0809,0.0202,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8486,0.1000,0.1000
the purple sphere flip,flip,grey Tower, ,purple Sphere,agent ,green Dome, ,0.0000,0.1109,0.4973,0.0000,0.0000,0.6103,0.0000,0.0000,0.0000,0.0000,0.6794,0.2961,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1564,0.0000,0.2179,0.1088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0192,0.9793,0.0802,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8424,0.1000
the yellow cube kick the purple dome,kick,yellow Cube,agent ,red Cylinder, ,purple Dome,theme ,0.0000,0.4181,0.4915,0.0000,0.0000,0.8608,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9868,0.0000,0.7575,0.8481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9290,0.0214,0.9742,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3322,0.1000,0.1000
the grey cylinder give the red cube to the purple dome,give,purple Dome,recipient ,red Cube,theme ,grey Cylinder,agent ,0.0000,0.9150,0.8005,0.0000,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,1.0000,0.9797,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,1.0000,0.7952,0.0000,0.7571,0.2603,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3221,0.0000,0.0000,0.0000,0.9692,0.9958,0.9648,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3458,0.1000,0.3311
the grey sphere flip,flip,grey Sphere,agent ,green Dome, ,red Cube, ,0.0000,0.2953,0.7968,0.0000,0.0000,0.4965,0.0000,0.0000,0.0000,0.0000,0.2989,0.1021,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0663,0.0000,0.8084,0.0000,0.0000,0.7322,0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9792,0.0180,0.0812,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.7980,0.1000,0.1000
the purple cone give the blue tower to the yellow sphere,give,yellow Sphere,recipient ,purple Cone,agent ,blue Tower,theme ,0.0000,0.8019,0.9150,0.0000,0.0000,0.7757,0.0000,0.0000,0.0000,0.0000,0.9907,0.9283,0.9775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7951,0.1264,0.0000,0.1034,0.7952,0.7702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3237,0.0000,0.9630,0.9719,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3513,0.3406,0.1000
the blue dome roll the grey tower to the red cone,roll,grey Tower,theme ,blue Dome,agent ,red Cone,recipient ,0.0000,0.3770,0.8981,0.0000,0.0000,0.3940,0.0000,0.0000,0.0000,0.0000,0.9282,0.7002,0.8562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9217,0.0000,0.4850,0.0000,0.9966,0.0000,0.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9960,0.9153,0.2052,0.3733,0.0000,0.0000,0.3852,0.0000,0.0000,0.8274,0.3465,0.3382
the grey cylinder kick the yellow cube,kick,grey Cylinder,agent ,yellow Cube,theme ,purple Cone, ,0.0000,0.5122,0.3881,0.0000,0.0000,0.6543,0.0000,0.0000,0.0000,0.0000,1.0000,0.2993,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0912,0.6093,0.0000,0.6774,0.9910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9160,0.9743,0.0184,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3643,0.1000,0.1000
the yellow tower throw the purple cone to the grey cube,throw,purple Cone,theme ,grey Cube,recipient ,yellow Tower,agent ,0.0000,0.9150,0.4674,0.0000,0.0000,0.4441,0.0000,0.0000,0.0000,0.0000,0.0000,0.7659,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9142,0.8211,0.0000,0.9976,0.0250,0.0372,0.0000,0.0000,1.0000,0.2943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.0194,0.9436,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3506,0.3461
the grey dome hop,hop,grey Dome,agent ,red Sphere, ,green Tower, ,0.0000,0.5500,0.8719,0.0000,0.0000,0.4901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0960,0.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6702,0.0000,0.1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0198,0.0782,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the grey dome throw the yellow sphere,throw,blue Cube, ,yellow Sphere,theme ,grey Dome,agent ,0.0000,0.7334,0.4197,0.0000,0.0000,0.5127,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0696,0.7002,0.3262,0.0000,0.9978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2689,0.0000,0.0000,0.0000,0.0211,0.9836,0.9346,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3428
the green cube kick the red sphere to the grey cone,kick,red Sphere,theme ,green Cube,agent ,grey Cone,recipient ,0.0000,0.4970,0.9164,0.0000,0.0000,0.4133,0.0000,0.0000,0.0000,0.0000,0.9419,0.2988,0.5589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9665,0.9982,0.0000,0.0000,0.9931,0.1651,0.9657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9755,0.9281,0.0211,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3376,0.3409
