sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the purple dome throw the green cube to the grey tower,throw,green Cube,theme ,purple Dome,agent ,grey Tower,recipient ,0.0000,0.4660,0.9150,0.0000,0.0000,0.4388,0.0000,0.0000,0.0000,0.0000,0.7682,0.0000,0.6302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9162,0.7952,0.0000,0.0000,0.0691,0.8207,0.9977,0.0000,0.0000,0.2958,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.9475,0.0209,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3329,0.3492
the green tower throw the blue dome to the red cube,throw,blue Dome,theme ,green Tower,agent ,red Cube,recipient ,0.0000,0.4036,0.9150,0.0000,0.0000,0.4380,0.0000,0.0000,0.0000,0.0000,0.7690,0.2948,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9247,0.7952,0.1446,0.0000,0.0000,0.8267,0.9965,0.0000,0.0000,0.2914,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9470,0.0194,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3371,0.3463
the yellow cylinder hop,hop,green Tower, ,yellow Cylinder,agent ,grey Dome, ,0.0000,0.7924,0.4998,0.0000,0.0000,0.3179,0.0000,0.0000,0.0000,0.0000,1.0000,0.2986,0.1056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1414,0.0216,0.0000,0.0000,0.0000,0.0000,0.4112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.9841,0.0189,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.1000
the blue cone hop,hop,purple Sphere, ,blue Cone,agent ,green Tower, ,0.0000,0.3456,0.4918,0.0000,0.0000,-0.1617,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0792,0.9915,0.0191,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the purple tower throw the blue dome to the yellow cube,throw,purple Tower,agent ,blue Dome,theme ,yellow Cube,recipient ,0.0000,0.4563,0.4296,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4739,0.9156,0.0000,0.7951,0.9996,0.8146,0.0000,0.0000,0.0000,0.0000,0.3157,0.0000,1.0000,0.0000,0.0000,0.0000,0.9477,0.9954,0.0187,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3444,0.1900,0.3331
the red cone spin,spin,yellow Tower, ,blue Cube, ,red Cone,agent ,0.0000,0.5144,0.1975,0.0000,0.0000,0.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3646,0.0000,0.0000,0.3668,0.3702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0815,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9945
the blue dome flip,flip,grey Cube, ,red Sphere, ,blue Dome,agent ,0.0000,0.4942,0.2314,0.0000,0.0000,0.7194,0.0000,0.0000,0.0000,0.0000,0.0000,0.3483,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0264,0.1151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0191,0.0797,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8487
the red cone throw the yellow cylinder,throw,red Cone,agent ,blue Tower, ,yellow Cylinder,theme ,0.0000,0.4396,0.5414,0.0000,0.0000,0.8938,0.0000,0.0000,0.0000,0.0000,0.5282,1.0000,0.9304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9701,0.0000,0.8050,0.9918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2943,0.0000,0.0000,0.9430,0.1189,0.9848,0.0000,0.0000,0.6323,0.0000,0.0000,0.6437,0.3620,0.1786,0.1000
the green tower give the blue cylinder to the grey cube,give,blue Cylinder,theme ,grey Cube,recipient ,green Tower,agent ,0.0000,0.9150,0.8379,0.0000,0.0000,0.8018,0.0000,0.0000,0.0000,0.0000,1.0000,0.7808,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7521,0.7952,0.0000,1.0000,0.0062,0.2417,0.0000,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.9671,0.9671,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3319,0.3516
the purple cube kick the blue dome to the red sphere,kick,blue Dome,theme ,purple Cube,agent ,red Sphere,recipient ,0.0000,0.4636,0.9242,0.0000,0.0000,0.3879,0.0000,0.0000,0.0000,0.0000,0.9354,0.2999,0.1038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9730,0.9988,0.0000,0.0000,0.9948,0.0222,0.9721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9732,0.9222,0.1165,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3366,0.3633
the grey dome kick the purple tower to the blue sphere,kick,blue Sphere,recipient ,grey Dome,agent ,purple Tower,theme ,0.0000,0.4188,0.9143,0.0000,0.0000,0.5045,0.0000,0.0000,0.0000,0.0000,0.9358,0.9882,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9931,0.0000,0.9985,0.0000,0.3742,0.9992,0.9935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0219,0.9290,0.9748,0.0000,0.0000,0.6083,0.0000,0.0000,0.5320,0.3330,0.3391,0.1000
the purple sphere roll the red cone,roll,purple Sphere,agent ,green Tower, ,red Cone,theme ,0.0000,0.3948,0.2897,0.0000,0.0000,0.8346,0.0000,0.0000,0.0000,0.0000,0.3000,0.7205,0.9134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3748,0.9919,0.0000,0.8639,0.8760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9070,0.0186,0.9959,0.0000,0.0000,0.2410,0.0000,0.0000,0.0000,0.3489,0.1000,0.7661
the yellow dome flip,flip,yellow Dome,agent ,green Tower, ,purple Cube, ,0.0000,0.5544,0.0426,0.0000,0.0000,0.4860,0.0000,0.0000,0.0000,0.0000,0.0959,0.2998,0.9626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3606,0.3134,0.0000,0.0000,0.2726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0790,0.0181,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the green tower hop,hop,green Tower,agent ,blue Cube, ,purple Cylinder, ,0.0000,-0.1447,0.3473,0.0000,0.0000,0.4982,0.0000,0.0000,0.0000,0.0000,0.2998,0.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0186,0.0810,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the yellow sphere flip,flip,green Dome, ,yellow Sphere,agent ,red Cone, ,0.0000,0.8118,0.5163,0.0000,0.0000,0.3283,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9232,0.0000,0.0000,0.0000,0.0000,0.0984,0.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0814,0.9793,0.0218,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8673,0.1000
the purple dome give the yellow sphere to the red tower,give,purple Dome,agent ,yellow Sphere,theme ,red Tower,recipient ,0.0000,0.7704,0.8018,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.8906,0.7930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5500,0.0000,0.7790,0.0000,0.7952,0.9997,0.7982,0.0000,0.0000,0.0000,0.0000,0.3205,0.0000,1.0000,0.0000,0.0000,0.0000,0.9815,0.9965,0.8788,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3362,0.1000,0.3575
the red cylinder roll the green sphere,roll,red Cylinder,agent ,green Sphere,theme ,purple Cone, ,0.0000,0.3414,0.3860,0.0000,0.0000,0.7169,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4988,0.0000,0.7438,0.0000,0.7013,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9087,0.9957,0.0188,0.0000,0.1640,0.0000,0.0000,0.0000,0.0000,0.3379,0.7717,0.1000
the blue cube give the green dome to the red cylinder,give,red Cylinder,recipient ,green Dome,theme ,blue Cube,agent ,0.0000,0.9150,0.8022,0.0000,0.0000,0.8498,0.0000,0.0000,0.0000,0.0000,1.0000,0.9805,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,1.0000,0.7952,0.0000,0.7730,0.3460,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3221,0.0000,0.0000,0.0000,0.9692,0.9954,0.9567,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3390,0.1000,0.3315
the red cube throw the blue tower,throw,blue Tower,theme ,red Cube,agent ,grey Sphere, ,0.0000,0.5618,0.5393,0.0000,0.0000,0.3448,0.0000,0.0000,0.0000,0.0000,0.7487,0.2950,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9976,0.0000,0.0000,0.0000,0.0000,0.0439,0.5071,0.0000,0.0000,0.3095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9856,0.9222,0.0181,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.3322,0.1000
the green cylinder roll the blue cube,roll,green Cylinder,agent ,blue Cube,theme ,purple Cone, ,0.0000,0.4053,0.4154,0.0000,0.0000,0.8768,0.0000,0.0000,0.0000,0.0000,0.9047,0.0000,0.9477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6713,0.1808,0.8531,0.0000,0.8341,0.9832,0.4440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9349,0.9966,0.0219,0.0000,0.4314,0.0000,0.0000,0.2551,0.0000,0.3312,1.0000,0.1552
the yellow cube spin,spin,yellow Cube,agent ,grey Cylinder, ,green Sphere, ,0.0000,0.6867,0.1937,0.0000,0.0000,0.5068,0.0000,0.0000,0.0000,0.0000,0.0956,0.2993,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0191,0.0817,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9769,0.1000,0.1000
the green cube hop,hop,green Cube,agent ,grey Cylinder, ,red Dome, ,0.0000,-0.0142,0.4431,0.0000,0.0000,0.4859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0947,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0183,0.0788,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the grey cylinder give the green tower to the blue dome,give,green Tower,theme ,grey Cylinder,agent ,blue Dome,recipient ,0.0000,0.7386,0.9150,0.0000,0.0000,0.8003,0.0000,0.0000,0.0000,0.0000,0.7921,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8555,0.7951,0.4068,0.0000,0.0000,0.7924,0.9997,0.0000,0.0000,0.3205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9964,0.9794,0.8983,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3609,0.3399
the grey dome roll the red sphere to the yellow cylinder,roll,yellow Cylinder,recipient ,grey Dome,agent ,red Sphere,theme ,0.0000,0.4094,0.8309,0.0000,0.0000,0.3801,0.0000,0.0000,0.0000,0.0000,0.9346,0.8947,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9848,0.0000,0.9972,0.0000,0.3081,0.0000,0.8470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0201,0.9341,0.9954,0.0000,0.0000,0.3115,0.0000,0.0000,0.2552,0.3265,0.3529,0.7943
the green cube spin,spin,red Dome, ,grey Cylinder, ,green Cube,agent ,0.0000,0.4945,0.1921,0.0000,0.0000,0.6976,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2171,0.0000,0.0000,0.2146,0.2105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0183,0.0805,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9718
the purple dome kick the yellow cone,kick,yellow Cone,theme ,purple Dome,agent ,grey Tower, ,0.0000,0.5108,0.6551,0.0000,0.0000,0.3911,0.0000,0.0000,0.0000,0.0000,0.9282,0.2995,0.1009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6258,0.1396,0.0000,0.0000,0.0000,0.0000,0.9911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9744,0.9163,0.0199,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3568,0.1000
the grey dome throw the red cylinder,throw,red Cylinder,theme ,purple Sphere, ,grey Dome,agent ,0.0000,0.8567,0.4845,0.0000,0.0000,0.4369,0.0000,0.0000,0.0000,0.0000,0.2953,0.7657,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9979,0.1366,0.0000,0.8420,0.0000,0.0000,0.0000,0.0000,0.0000,0.2914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9825,0.0203,0.9430,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.1000,0.3422
the blue sphere flip,flip,blue Sphere,agent ,red Tower, ,grey Cube, ,0.0000,0.6865,0.2018,0.0000,0.0000,0.4959,0.0000,0.0000,0.0000,0.0000,0.0922,0.2990,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1132,0.0000,0.0000,0.0000,0.0000,0.0000,0.1731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0801,0.0190,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.7969,0.1000,0.1000
the purple cone hop,hop,yellow Sphere, ,red Cube, ,purple Cone,agent ,0.0000,0.5025,-0.0010,0.0000,0.0000,0.4365,0.0000,0.0000,0.0000,0.0000,0.2981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3745,0.0000,0.0000,0.6040,0.8055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0820,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the green dome kick the purple cylinder,kick,blue Tower, ,green Dome,agent ,purple Cylinder,theme ,0.0000,0.3845,0.7698,0.0000,0.0000,0.4752,0.0000,0.0000,0.0000,0.0000,0.9633,0.2415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9775,0.0000,0.0000,0.0000,0.0000,0.3659,0.7392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.9075,0.9733,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3521,0.1000
the red cylinder give the blue tower to the grey dome,give,blue Tower,theme ,grey Dome,recipient ,red Cylinder,agent ,0.0000,0.9150,0.8121,0.0000,0.0000,0.8013,0.0000,0.0000,0.0000,0.0000,1.0000,0.7696,0.9287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7397,0.7945,0.0000,1.0000,0.0000,0.4414,0.0000,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9951,0.9751,0.9467,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3401,0.3344
the green tower give the yellow cube to the blue cylinder,give,green Tower,agent ,blue Cylinder,recipient ,yellow Cube,theme ,0.0000,0.8015,0.8609,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9921,0.4004,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4662,0.0000,0.9999,0.0000,0.7960,0.8139,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3205,1.0000,0.0000,0.9477,0.9769,0.9947,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3423,0.3268,0.1000
the green cube hop,hop,green Cube,agent ,purple Dome, ,grey Tower, ,0.0000,0.2880,0.6518,0.0000,0.0000,0.5035,0.0000,0.0000,0.0000,0.0000,0.2989,0.0970,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2002,0.6412,0.0000,0.0000,0.0953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0215,0.0792,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red cone kick the purple dome to the grey cylinder,kick,red Cone,agent ,grey Cylinder,recipient ,purple Dome,theme ,0.0000,0.3863,0.4704,0.0000,0.0000,0.9159,0.0000,0.0000,0.0000,0.0000,0.2990,1.0000,0.9509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9965,0.2274,0.9819,0.0000,0.0000,0.9824,0.9994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9220,0.0186,0.9721,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3299,0.3481,0.1000
the red cube hop,hop,red Cube,agent ,grey Tower, ,yellow Cylinder, ,0.0000,0.7868,0.4653,0.0000,0.0000,0.5045,0.0000,0.0000,0.0000,0.0000,0.1020,0.0000,0.1417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8942,0.3517,0.0000,0.0000,0.0907,0.3351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0799,0.0210,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green cylinder spin,spin,green Cylinder,agent ,red Dome, ,grey Cone, ,0.0000,0.6899,0.1993,0.0000,0.0000,0.5093,0.0000,0.0000,0.0000,0.0000,0.0949,0.2994,0.2988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4797,0.0000,0.0000,0.4619,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0810,0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9981,0.1000,0.1000
the purple sphere kick the grey cylinder to the green cone,kick,purple Sphere,agent ,grey Cylinder,theme ,green Cone,recipient ,0.0000,0.4926,0.4040,0.0000,0.0000,0.9114,0.0000,0.0000,0.0000,0.0000,1.0000,0.2987,0.9441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9937,0.9678,0.0000,0.9973,0.9672,0.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9068,0.9841,0.0210,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3379,0.1000,0.3526
the yellow cylinder hop,hop,yellow Cylinder,agent ,red Sphere, ,blue Cube, ,0.0000,0.7249,0.2622,0.0000,0.0000,0.4981,0.0000,0.0000,0.0000,0.0000,0.0926,0.0000,0.0875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0823,0.0000,0.0000,0.2308,0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9841,0.0783,0.0213,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
the blue cone flip,flip,red Cube, ,yellow Dome, ,blue Cone,agent ,0.0000,0.5010,0.3371,0.0000,0.0000,0.8312,0.0000,0.0000,0.0000,0.0000,0.0000,0.8138,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7278,0.1519,0.0000,0.5952,0.1965,0.3292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0782,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8198
the purple cylinder throw the grey dome to the blue tower,throw,grey Dome,theme ,purple Cylinder,agent ,blue Tower,recipient ,0.0000,0.4333,0.9150,0.0000,0.0000,0.4388,0.0000,0.0000,0.0000,0.0000,0.7694,0.0000,0.6877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9134,0.7952,0.2590,0.0000,0.0000,0.8229,0.9973,0.0000,0.0000,0.2828,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9476,0.0195,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3485,0.3525
the blue tower hop,hop,purple Dome, ,green Cube, ,blue Tower,agent ,0.0000,0.5072,0.8021,0.0000,0.0000,0.4961,0.0000,0.0000,0.0000,0.0000,0.2994,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3666,0.0000,0.0000,0.0000,0.4106,0.5415,0.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0799,0.0216,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the yellow tower throw the blue sphere to the grey cone,throw,grey Cone,recipient ,yellow Tower,agent ,blue Sphere,theme ,0.0000,0.4443,0.9150,0.0000,0.0000,0.4569,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9995,0.8151,0.3595,0.0000,0.0000,0.7951,0.9101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3095,0.0000,0.0206,0.9482,0.9960,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3324,0.3498,0.1900
the grey dome give the purple cube to the green tower,give,green Tower,recipient ,purple Cube,theme ,grey Dome,agent ,0.0000,0.9150,0.8009,0.0000,0.0000,0.8187,0.0000,0.0000,0.0000,0.0000,1.0000,0.9880,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7956,1.0000,0.7952,0.0000,0.7405,0.0888,0.1703,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3221,0.0000,0.0000,0.0000,0.9573,0.9961,0.9725,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3595,0.1000,0.3449
the yellow cube give the red cylinder to the blue cone,give,red Cylinder,theme ,yellow Cube,agent ,blue Cone,recipient ,0.0000,0.8011,0.9150,0.0000,0.0000,0.8022,0.0000,0.0000,0.0000,0.0000,0.7903,1.0000,0.6455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7430,0.7952,0.3216,0.0000,0.0000,0.7962,0.9999,0.0000,0.0000,0.3237,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.9782,0.9434,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3483,0.3898
the red sphere roll the yellow tower,roll,red Sphere,agent ,green Cone, ,yellow Tower,theme ,0.0000,0.4016,0.2972,0.0000,0.0000,0.8514,0.0000,0.0000,0.0000,0.0000,0.2999,1.0000,0.8987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2093,0.0000,0.9747,0.0000,0.0000,0.9317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9083,0.0214,0.9956,0.0000,0.0000,0.2406,0.0000,0.0000,0.3846,0.3548,0.1179,0.8828
the blue dome give the purple cube to the green sphere,give,purple Cube,theme ,green Sphere,recipient ,blue Dome,agent ,0.0000,0.9150,0.8575,0.0000,0.0000,0.8006,0.0000,0.0000,0.0000,0.0000,1.0000,0.7711,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.8043,0.7956,0.0000,1.0000,0.0000,0.4379,0.0000,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9948,0.9770,0.9550,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3427,0.3361
the blue dome throw the green sphere,throw,purple Cube, ,blue Dome,agent ,green Sphere,theme ,0.0000,0.3809,0.6256,0.0000,0.0000,0.5357,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5903,0.0544,0.0000,0.0000,0.0000,0.0000,0.9977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2958,0.0000,0.0196,0.9212,0.9846,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3527,0.1000
the purple tower kick the grey cube to the red cone,kick,red Cone,recipient ,purple Tower,agent ,grey Cube,theme ,0.0000,0.4089,0.9153,0.0000,0.0000,0.4937,0.0000,0.0000,0.0000,0.0000,0.9596,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9955,0.0000,0.9993,0.0000,0.2293,0.9973,0.9952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.9345,0.9775,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3440,0.3403,0.1000
