sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the red dome throw the grey sphere,throw,red Dome,agent ,grey Sphere,theme ,yellow Tower, ,0.0000,0.5557,0.3407,0.0000,0.0000,0.5368,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9981,0.0000,0.0000,0.5031,0.0332,0.0000,0.9228,0.9854,0.0181,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3387,0.0000,0.1000
the yellow sphere give the grey tower to the blue cone,give,yellow Sphere,agent ,blue Cone,recipient ,grey Tower,theme ,0.0000,0.8034,0.7764,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9842,1.0000,0.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1207,0.1096,1.0000,0.0000,0.7951,0.7696,0.7952,0.0000,0.9748,0.9635,0.9960,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3354,0.3486,0.1000
the white dome throw the grey cone to the green cube,throw,grey Cone,theme ,white Dome,agent ,green Cube,recipient ,0.0000,0.5160,0.9150,0.0000,0.0000,0.4410,0.0000,0.0000,0.0000,0.0000,0.7630,0.0000,0.3947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9753,0.7952,0.0000,0.0000,0.6329,0.8190,0.9984,0.0000,0.9925,0.9432,0.0186,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3470,0.3340
the grey dome flip,flip,yellow Sphere, ,grey Dome,agent ,green Tower, ,0.0000,0.3491,0.4931,0.0000,0.0000,0.8536,0.0000,0.0000,0.0000,0.0000,0.9463,0.2975,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9219,0.0000,0.3159,0.0000,0.2159,0.3447,0.8219,0.0000,0.0206,0.9857,0.0780,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8484,0.1000
the grey cube give the blue cylinder to the green dome,give,green Dome,recipient ,grey Cube,agent ,blue Cylinder,theme ,0.0000,0.8029,0.9150,0.0000,0.0000,0.8487,0.0000,0.0000,0.0000,0.0000,0.9805,1.0000,0.9852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7954,0.3296,0.0000,0.0000,0.7952,0.7678,0.0000,0.9705,0.9573,0.9958,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3446,0.3486,0.1000
the yellow tower flip,flip,yellow Tower,agent ,blue Cylinder, ,white Cube, ,0.0000,0.2993,0.7836,0.0000,0.0000,0.5001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0988,0.5953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1401,0.0000,0.4084,0.0000,0.0000,0.2047,0.2271,0.0000,0.9857,0.0217,0.0782,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the red cylinder flip,flip,yellow Dome, ,white Sphere, ,red Cylinder,agent ,0.0000,0.5097,0.6546,0.0000,0.0000,0.1714,0.0000,0.0000,0.0000,0.0000,0.0000,0.5592,0.2951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000,0.0000,0.1416,0.0426,0.0000,0.0804,0.0214,0.9793,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8356
the grey cube give the green sphere to the red cylinder,give,red Cylinder,recipient ,green Sphere,theme ,grey Cube,agent ,0.0000,0.9150,0.8029,0.0000,0.0000,0.7913,0.0000,0.0000,0.0000,0.0000,1.0000,0.9964,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7969,0.9998,0.7952,0.0000,0.7507,0.0000,0.4010,0.0000,0.9283,0.9964,0.9793,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3316,0.1000,0.3552
the blue cylinder throw the white cone,throw,white Cone,theme ,red Dome, ,blue Cylinder,agent ,0.0000,0.6043,0.5456,0.0000,0.0000,0.3745,0.0000,0.0000,0.0000,0.0000,0.0000,0.7503,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6707,0.9981,0.0518,0.0000,0.5674,0.0000,0.1551,0.0000,0.9849,0.0214,0.9219,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3452
the white tower kick the green cylinder to the yellow dome,kick,yellow Dome,recipient ,green Cylinder,theme ,white Tower,agent ,0.0000,0.9240,0.4007,0.0000,0.0000,0.4767,0.0000,0.0000,0.0000,0.0000,1.0000,0.9347,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9990,0.9981,0.0000,0.9992,0.9999,0.0264,0.0000,0.2057,0.9737,0.9215,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3694,0.1000,0.3330
the red cone throw the grey cube to the blue cylinder,throw,grey Cube,theme ,blue Cylinder,recipient ,red Cone,agent ,0.0000,0.9150,0.4910,0.0000,0.0000,0.4430,0.0000,0.0000,0.0000,0.0000,0.0000,0.7649,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9269,0.8181,0.0000,0.9988,0.0000,0.2571,0.0000,0.9961,0.0219,0.9431,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3555,0.3516
the green cylinder throw the grey cube to the blue dome,throw,green Cylinder,agent ,grey Cube,theme ,blue Dome,recipient ,0.0000,0.4852,0.4398,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.2997,0.7668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6410,0.9243,0.0000,0.7951,0.9997,0.8154,0.0000,0.9431,0.9937,0.0192,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3387,0.1000,0.3434
the blue sphere throw the white cylinder to the grey dome,throw,blue Sphere,agent ,grey Dome,recipient ,white Cylinder,theme ,0.0000,0.4462,0.4436,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2363,0.0000,0.9987,0.0000,0.8186,0.9105,0.7951,0.0000,0.9433,0.0199,0.9960,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3450,0.3366,0.1000
the white cylinder flip,flip,white Cylinder,agent ,green Dome, ,yellow Sphere, ,0.0000,0.5785,0.0877,0.0000,0.0000,0.5073,0.0000,0.0000,0.0000,0.0000,0.1084,0.2998,0.9090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1384,0.0939,0.0000,0.0000,0.0559,0.0000,0.0000,0.0000,0.9792,0.0809,0.0205,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.7972,0.1000,0.1000
the grey cylinder hop,hop,red Tower, ,blue Cube, ,grey Cylinder,agent ,0.0000,0.5075,0.8442,0.0000,0.0000,0.3586,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.5440,0.0000,0.0000,0.7095,0.0000,0.0000,0.0000,0.0811,0.0204,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the grey cylinder spin,spin,white Cube, ,green Dome, ,grey Cylinder,agent ,0.0000,0.5146,0.2100,0.0000,0.0000,0.6952,0.0000,0.0000,0.0000,0.0000,0.2958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3413,0.6139,0.0000,0.0000,0.6335,0.0000,0.0000,0.0000,0.0214,0.0815,0.0206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9822
the grey dome flip,flip,grey Dome,agent ,blue Cone, ,white Sphere, ,0.0000,0.6741,0.1909,0.0000,0.0000,0.4991,0.0000,0.0000,0.0000,0.0000,0.1069,0.2997,0.8572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1865,0.3506,0.0000,0.0000,0.4568,0.0000,0.0000,0.0000,0.9857,0.0795,0.0203,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the grey tower hop,hop,blue Sphere, ,green Cube, ,grey Tower,agent ,0.0000,0.4867,0.6355,0.0000,0.0000,0.2592,0.0000,0.0000,0.0000,0.0000,0.2997,0.0730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2133,0.0000,0.0000,0.0000,0.0000,0.9463,0.5100,0.0000,0.0788,0.0185,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the blue cube give the green tower to the yellow sphere,give,green Tower,theme ,blue Cube,agent ,yellow Sphere,recipient ,0.0000,0.8133,0.9150,0.0000,0.0000,0.8009,0.0000,0.0000,0.0000,0.0000,0.7884,1.0000,0.6511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7401,0.7952,0.2156,0.0000,0.0441,0.7954,1.0000,0.0000,0.9961,0.9764,0.9586,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3432,0.3345
the grey cube kick the green cone to the red sphere,kick,grey Cube,agent ,red Sphere,recipient ,green Cone,theme ,0.0000,0.4023,0.4893,0.0000,0.0000,0.9130,0.0000,0.0000,0.0000,0.0000,0.2990,1.0000,0.9593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9930,0.0000,0.9634,0.0000,0.3217,0.9641,0.9970,0.0000,0.9151,0.0206,0.9771,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3413,0.3440,0.1000
the green cylinder give the blue dome to the yellow cone,give,yellow Cone,recipient ,green Cylinder,agent ,blue Dome,theme ,0.0000,0.8028,0.9150,0.0000,0.0000,0.8563,0.0000,0.0000,0.0000,0.0000,0.9759,1.0000,0.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7956,0.4037,0.0000,0.0000,0.7952,0.7892,0.0000,0.9737,0.9510,0.9952,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3576,0.3574,0.1000
the blue tower throw the white cone,throw,white Cone,theme ,yellow Dome, ,blue Tower,agent ,0.0000,0.5755,0.5489,0.0000,0.0000,0.3624,0.0000,0.0000,0.0000,0.0000,0.0000,0.7485,0.0961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9981,0.0361,0.0000,0.5353,0.0000,0.1969,0.0000,0.9851,0.0186,0.9225,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3569
the grey tower kick the green sphere to the blue cube,kick,green Sphere,theme ,grey Tower,agent ,blue Cube,recipient ,0.0000,0.4722,0.9191,0.0000,0.0000,0.3913,0.0000,0.0000,0.0000,0.0000,0.9282,0.2993,0.6342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.9991,0.1503,0.0000,0.9994,0.0000,0.9972,0.0000,0.9746,0.9151,0.0198,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3561,0.3356
the blue dome roll the yellow cylinder to the green cone,roll,yellow Cylinder,theme ,blue Dome,agent ,green Cone,recipient ,0.0000,0.4542,0.8921,0.0000,0.0000,0.3775,0.0000,0.0000,0.0000,0.0000,0.9546,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9437,0.5785,0.3509,0.0000,0.9860,0.1622,0.9786,0.0000,0.9850,0.9223,0.5276,0.2412,0.0000,0.0000,0.1794,0.0000,0.0000,0.9991,0.3394,0.3458
the grey cone hop,hop,yellow Tower, ,white Sphere, ,grey Cone,agent ,0.0000,0.5071,-0.0544,0.0000,0.0000,0.4082,0.0000,0.0000,0.0000,0.0000,0.0000,0.2994,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0810,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the blue cylinder spin,spin,blue Cylinder,agent ,yellow Cube, ,grey Sphere, ,0.0000,0.2059,0.7114,0.0000,0.0000,0.4945,0.0000,0.0000,0.0000,0.0000,0.2994,0.0974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1543,0.0000,0.4221,0.1418,0.0000,0.0000,0.0219,0.0192,0.0796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9630,0.1000,0.1000
the grey dome give the red sphere to the white tower,give,grey Dome,agent ,white Tower,recipient ,red Sphere,theme ,0.0000,0.8012,0.8070,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9880,1.0000,0.9759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,1.0000,0.0000,0.7946,0.7410,0.7952,0.0000,0.9513,0.9719,0.9955,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3492,0.3513,0.1000
the blue tower flip,flip,blue Tower,agent ,red Sphere, ,green Cube, ,0.0000,0.8398,0.3379,0.0000,0.0000,0.4965,0.0000,0.0000,0.0000,0.0000,0.1002,0.2995,0.8659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2135,0.2909,0.8011,0.0000,0.3154,0.8785,0.0000,0.0000,0.9857,0.0792,0.0201,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8484,0.1000,0.1000
the blue cone give the white cylinder to the grey dome,give,grey Dome,recipient ,blue Cone,agent ,white Cylinder,theme ,0.0000,0.8010,0.9150,0.0000,0.0000,0.8359,0.0000,0.0000,0.0000,0.0000,0.9797,1.0000,0.9858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7952,0.2310,0.0000,0.0173,0.7952,0.7517,0.0000,0.9640,0.9640,0.9960,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3373,0.3515,0.1000
the grey sphere throw the blue cube to the white dome,throw,blue Cube,theme ,grey Sphere,agent ,white Dome,recipient ,0.0000,0.4406,0.9150,0.0000,0.0000,0.4374,0.0000,0.0000,0.0000,0.0000,0.7691,0.0000,0.6877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9103,0.7952,0.1912,0.0000,0.0000,0.8208,1.0000,0.0000,0.9962,0.9474,0.0198,0.6323,0.0000,0.0000,0.6054,0.0000,0.0000,0.1000,0.3431,0.3521
the blue cube throw the white cylinder,throw,white Cylinder,theme ,blue Cube,agent ,grey Cone, ,0.0000,0.4839,0.8178,0.0000,0.0000,0.4264,0.0000,0.0000,0.0000,0.0000,0.7656,0.2936,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9977,0.0000,0.0000,0.0000,0.0000,0.1023,0.7991,0.0000,0.9825,0.9435,0.0209,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.3474,0.1000
the white cube roll the red cone to the blue sphere,roll,white Cube,agent ,red Cone,theme ,blue Sphere,recipient ,0.0000,0.4612,0.3843,0.0000,0.0000,0.9109,0.0000,0.0000,0.0000,0.0000,0.4615,0.7869,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9960,0.9992,0.9631,0.0000,0.7418,0.9971,0.0000,0.0000,0.9157,0.9837,0.2045,0.0000,0.3114,0.0000,0.0000,0.2561,0.0000,0.3401,0.9482,0.3632
the blue dome roll the red cone,roll,blue Dome,agent ,red Cone,theme ,grey Cube, ,0.0000,0.5379,0.4060,0.0000,0.0000,0.5111,0.0000,0.0000,0.0000,0.0000,0.8335,0.2987,0.9592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8582,0.0000,0.4441,0.0000,0.2002,0.9633,0.2819,0.0000,0.9285,0.9954,0.0212,0.0000,0.3749,0.0000,0.0000,0.0948,0.0000,0.3576,0.9729,0.1000
the blue sphere throw the grey cylinder to the white cone,throw,white Cone,recipient ,grey Cylinder,theme ,blue Sphere,agent ,0.0000,0.9150,0.4410,0.0000,0.0000,0.4994,0.0000,0.0000,0.0000,0.0000,1.0000,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8182,0.9999,0.7952,0.0000,0.9372,0.3669,0.0000,0.0000,0.0191,0.9957,0.9477,0.0000,0.6323,0.0000,0.0000,0.6053,0.0000,0.3363,0.1000,0.3586
the blue sphere kick the green dome to the grey cube,kick,blue Sphere,agent ,green Dome,theme ,grey Cube,recipient ,0.0000,0.4885,0.4012,0.0000,0.0000,0.9127,0.0000,0.0000,0.0000,0.0000,1.0000,0.2999,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9986,0.9912,0.0000,0.9956,0.9918,0.3376,0.0000,0.9222,0.9771,0.0198,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3283,0.1000,0.3498
the white cone kick the grey dome,kick,white Cone,agent ,green Cube, ,grey Dome,theme ,0.0000,0.3840,0.4744,0.0000,0.0000,0.7928,0.0000,0.0000,0.0000,0.0000,0.2993,1.0000,0.9206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2040,0.0000,0.9911,0.0000,0.0000,0.7993,0.8161,0.0000,0.9144,0.0183,0.9734,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3549,0.1000,0.1000
the yellow cube throw the blue cylinder,throw,white Cone, ,blue Cylinder,theme ,yellow Cube,agent ,0.0000,0.8447,0.4319,0.0000,0.0000,0.4870,0.0000,0.0000,0.0000,0.0000,0.3145,0.8054,0.2931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1402,0.8259,0.8870,0.0000,0.9977,0.4273,0.0000,0.0000,0.0196,0.9827,0.9437,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.0000,0.3433
the red cylinder flip,flip,grey Sphere, ,red Cylinder,agent ,white Cone, ,0.0000,0.2951,0.5069,0.0000,0.0000,0.7804,0.0000,0.0000,0.0000,0.0000,1.0000,0.2980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5259,0.2950,0.0000,0.0000,0.0000,0.0000,0.3842,0.0000,0.0211,0.9793,0.0803,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8088,0.1000
the blue sphere throw the grey tower to the green cone,throw,green Cone,recipient ,grey Tower,theme ,blue Sphere,agent ,0.0000,0.9150,0.4457,0.0000,0.0000,0.4235,0.0000,0.0000,0.0000,0.0000,0.3159,0.9733,0.2955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8279,0.9961,0.7950,0.0000,0.9180,0.0746,0.0442,0.0000,0.0210,0.9964,0.9484,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3503,0.1000,0.3422
the yellow cone throw the red tower,throw,red Tower,theme ,yellow Cone,agent ,blue Cube, ,0.0000,0.5408,0.6095,0.0000,0.0000,0.3793,0.0000,0.0000,0.0000,0.0000,0.7537,0.2931,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9973,0.0000,0.0000,0.0000,0.0000,0.0416,0.5705,0.0000,0.9848,0.9279,0.0213,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.3619,0.1000
the yellow cube roll the grey cylinder to the white dome,roll,white Dome,recipient ,grey Cylinder,theme ,yellow Cube,agent ,0.0000,0.8689,0.3921,0.0000,0.0000,0.5035,0.0000,0.0000,0.0000,0.0000,1.0000,0.9666,0.2715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9731,0.7021,0.0000,0.8995,0.9952,0.6349,0.0000,0.1178,0.9941,0.9071,0.0000,0.4281,0.0000,0.0000,0.4409,0.0000,0.3447,0.8761,0.3430
the red tower kick the blue cylinder to the green cone,kick,green Cone,recipient ,blue Cylinder,theme ,red Tower,agent ,0.0000,0.9188,0.3987,0.0000,0.0000,0.4798,0.0000,0.0000,0.0000,0.0000,0.9927,0.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1340,0.9737,0.9995,0.0000,0.9745,0.9949,0.0000,0.0000,0.0191,0.9750,0.9221,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3455,0.1000,0.3400
the green sphere hop,hop,grey Dome, ,green Sphere,agent ,white Cylinder, ,0.0000,0.5254,0.4926,0.0000,0.0000,0.8848,0.0000,0.0000,0.0000,0.0000,0.6684,0.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6431,0.1745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.9915,0.0798,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow tower throw the red sphere,throw,grey Cylinder, ,red Sphere,theme ,yellow Tower,agent ,0.0000,0.9144,0.4418,0.0000,0.0000,0.4800,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2497,0.9113,0.7438,0.0000,0.9981,0.0822,0.0000,0.0000,0.0191,0.9824,0.9440,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.0000,0.3509
the grey dome throw the blue sphere,throw,grey Dome,agent ,blue Sphere,theme ,red Tower, ,0.0000,0.6011,0.3285,0.0000,0.0000,0.4833,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5602,0.9980,0.0000,0.9643,0.4444,0.0403,0.0000,0.8990,0.9871,0.0216,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3440,0.0000,0.1000
the yellow cube kick the white tower,kick,red Sphere, ,white Tower,theme ,yellow Cube,agent ,0.0000,0.8508,0.3977,0.0000,0.0000,0.4759,0.0000,0.0000,0.0000,0.0000,1.0000,0.9428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9984,0.6106,0.0000,0.8541,0.0314,0.0000,0.0000,0.0199,0.9735,0.9076,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3428
the red tower throw the blue cylinder,throw,red Tower,agent ,green Cone, ,blue Cylinder,theme ,0.0000,0.4249,0.4934,0.0000,0.0000,0.7917,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4886,0.0000,0.7643,0.0000,0.0906,0.9977,0.8377,0.0000,0.9388,0.0196,0.9829,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3547,0.1000,0.0000
the blue sphere kick the red cone to the grey cylinder,kick,blue Sphere,agent ,red Cone,theme ,grey Cylinder,recipient ,0.0000,0.4862,0.4089,0.0000,0.0000,0.9227,0.0000,0.0000,0.0000,0.0000,0.4072,0.0000,0.9548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0495,0.9994,0.9969,0.0000,1.0000,0.9968,0.0000,0.0000,0.9225,0.9752,0.0207,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3410,0.1000,0.3613
the blue cube kick the yellow dome,kick,yellow Dome,theme ,blue Cube,agent ,grey Sphere, ,0.0000,0.4661,0.8601,0.0000,0.0000,0.3874,0.0000,0.0000,0.0000,0.0000,0.9114,0.2996,0.1061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8318,0.3405,0.0000,0.0000,0.0000,0.0000,0.9608,0.0000,0.9731,0.8990,0.0185,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3540,0.1000
the white sphere throw the grey cube to the green cone,throw,green Cone,recipient ,white Sphere,agent ,grey Cube,theme ,0.0000,0.4451,0.9150,0.0000,0.0000,0.4128,0.0000,0.0000,0.0000,0.0000,0.9703,0.3160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.8280,0.0000,0.0000,0.1290,0.7952,0.9229,0.0000,0.0206,0.9439,0.9965,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3584,0.3535,0.1000
the blue cone spin,spin,red Sphere, ,white Dome, ,blue Cone,agent ,0.0000,0.5128,0.6902,0.0000,0.0000,0.2030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.2982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,0.0000,0.0000,0.0000,0.0000,0.4733,0.4786,0.0000,0.0818,0.0207,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the red cube spin,spin,green Tower, ,red Cube,agent ,grey Cylinder, ,0.0000,0.6922,0.4982,0.0000,0.0000,0.1909,0.0000,0.0000,0.0000,0.0000,0.2983,0.0000,0.0927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5995,0.0000,0.0000,0.0000,0.0000,0.2949,0.5702,0.0000,0.0806,0.0192,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9910,0.1000
the blue tower kick the yellow cylinder to the green cone,kick,yellow Cylinder,theme ,green Cone,recipient ,blue Tower,agent ,0.0000,0.9100,0.5000,0.0000,0.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.9547,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9969,0.9979,0.0000,0.0000,0.9972,0.4189,0.9992,0.0000,0.9839,0.0197,0.9222,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3315,0.3439
the grey cone roll the yellow dome to the blue cube,roll,blue Cube,recipient ,yellow Dome,theme ,grey Cone,agent ,0.0000,0.8987,0.3932,0.0000,0.0000,0.4614,0.0000,0.0000,0.0000,0.0000,1.0000,0.9697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5766,0.9904,0.5807,0.0000,0.9401,0.9886,0.0000,0.0000,0.5763,0.9876,0.9217,0.0000,0.3723,0.0000,0.0000,0.0947,0.0000,0.3456,0.9327,0.3576
the yellow sphere flip,flip,grey Tower, ,white Cone, ,yellow Sphere,agent ,0.0000,0.5085,0.5881,0.0000,0.0000,0.0978,0.0000,0.0000,0.0000,0.0000,0.2992,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0797,0.0220,0.9792,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.7985
the red sphere give the yellow tower to the white dome,give,white Dome,recipient ,yellow Tower,theme ,red Sphere,agent ,0.0000,0.9150,0.8025,0.0000,0.0000,0.7910,0.0000,0.0000,0.0000,0.0000,0.9279,0.9885,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,1.0000,0.7951,0.0000,0.7510,0.2566,0.0000,0.0000,0.9712,0.9959,0.9689,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3541,0.1000,0.3389
the blue cone give the red sphere to the grey tower,give,grey Tower,recipient ,blue Cone,agent ,red Sphere,theme ,0.0000,0.8024,0.9150,0.0000,0.0000,0.8035,0.0000,0.0000,0.0000,0.0000,0.9691,0.9280,0.9916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7947,0.3625,0.0000,0.0000,0.7952,0.7415,0.0000,0.9732,0.9550,0.9953,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3383,0.3489,0.1000
